Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (deg),AVCS In Left (deg),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (deg),Fine Knock Learn (deg),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (deg),Ignition Timing (deg),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI (deg),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.5.0-25420][2021 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v400.ptm - Realtime: Stage1 91 v400.ptm]"
5.128,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.25,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,579,438,3,-1.5,10.50,1.51,0.736,180,100,113,7.48,1.32,3.25,202,2459,0.00,-0.16,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.187,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.23,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.30,3.27,202,2448,0.00,-0.14,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.246,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.25,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.47,1.30,3.25,202,2451,0.00,-0.15,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.326,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.28,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.47,1.30,3.22,202,2452,0.00,-0.17,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.390,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.34,-11.30,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.30,3.17,202,2446,0.00,-0.17,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.446,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.36,-11.30,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.30,3.14,202,2444,0.00,-0.16,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.528,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.60,-11.26,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,584,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.32,3.25,202,2448,0.00,-0.16,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.586,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.27,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.45,1.30,3.24,202,2444,0.00,-0.17,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.667,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.44,-11.35,-11.31,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.45,1.30,3.16,202,2441,0.00,-0.16,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
5.728,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.26,-11.31,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.45,1.30,3.25,202,2443,0.00,-0.15,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.786,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.26,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.45,1.30,3.25,202,2440,0.00,-0.14,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
5.865,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.84,-11.29,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.32,3.21,202,2439,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
5.930,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.34,-11.30,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,589,438,3,-1.5,10.50,1.50,0.736,180,100,113,7.46,1.30,3.16,202,2443,0.00,-0.15,0.000,0.00,1.000,-11.45,7.5,34,0.00,0
5.986,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.44,-11.33,-11.30,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,593,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.45,1.30,3.17,202,2436,0.00,-0.16,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.063,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.84,-11.24,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.45,1.30,3.26,202,2435,0.00,-0.16,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.137,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.31,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.45,1.30,3.19,202,2433,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.200,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.33,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.32,3.17,202,2437,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.256,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.24,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.30,3.26,202,2431,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.338,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.44,-11.22,-11.27,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.30,3.28,202,2432,0.00,-0.19,0.000,0.00,1.000,-11.46,7.5,34,0.00,0
6.400,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.34,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,595,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.30,3.17,202,2429,0.00,-0.19,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.456,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.52,-11.32,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.32,3.19,202,2425,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.535,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.24,-11.27,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.46,1.32,3.26,202,2423,0.00,-0.20,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.599,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.27,-11.27,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.47,1.32,3.23,202,2426,0.00,-0.19,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.650,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.60,-11.27,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.48,1.30,3.24,202,2427,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.707,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.84,-11.33,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.48,1.30,3.18,202,2433,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.798,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.33,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.47,1.30,3.17,202,2426,0.00,-0.16,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.857,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.26,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,600,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.48,1.30,3.24,202,2426,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.916,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.84,-11.33,-11.29,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,601,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.47,1.30,3.18,202,2421,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
6.997,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.60,-11.27,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.48,1.32,3.23,202,2424,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.063,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.28,-11.27,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.48,1.28,3.23,202,2425,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.120,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.27,-11.28,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.47,1.30,3.24,202,2422,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.176,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.32,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.49,0.736,180,100,113,7.47,1.30,3.18,202,2422,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.257,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.27,-11.29,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.46,1.30,3.23,202,2418,0.00,-0.17,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.323,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.29,-11.28,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,605,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.46,1.30,3.21,202,2415,0.00,-0.19,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.380,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.27,-11.28,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.46,1.30,3.23,202,2419,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.436,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.36,-11.29,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.44,1.30,3.14,202,2405,0.00,-0.18,0.000,0.00,1.000,-11.47,7.5,33,0.00,0
7.517,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.60,-11.24,-11.30,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.44,1.32,3.26,202,2409,0.00,-0.17,0.000,0.00,1.000,-11.47,7.5,33,0.00,0
7.578,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.26,-11.29,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.44,1.30,3.25,202,2413,0.00,-0.18,0.000,0.00,1.000,-11.46,7.5,33,0.00,0
7.636,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.34,-11.30,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.43,1.30,3.16,202,2406,0.00,-0.17,0.000,0.00,1.000,-11.47,7.5,33,0.00,0
7.717,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.52,-11.26,-11.29,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,610,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.44,1.30,3.24,202,2405,0.00,-0.18,0.000,0.00,1.000,-11.47,7.5,33,0.00,0
7.778,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.32,-11.29,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,612,438,3,-1.5,10.50,1.48,0.736,180,100,113,7.45,1.30,3.18,202,2406,0.00,-0.19,0.000,0.00,1.000,-11.47,7.5,33,0.00,0
7.850,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.31,-11.30,14.59,0.18,0.19,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.47,0.736,180,100,113,7.41,1.30,3.19,202,2397,0.00,-0.18,0.000,0.00,1.000,-11.47,7.1,33,0.00,0
7.911,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.52,-11.29,-11.31,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.47,0.736,180,100,113,7.27,1.28,3.22,202,2396,0.00,-0.14,0.000,0.00,1.000,-11.45,7.1,33,0.00,0
7.966,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.31,-11.33,14.59,0.18,0.18,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.47,0.736,180,100,113,7.20,1.30,3.19,202,2391,0.00,-0.11,0.000,0.00,1.000,-11.44,7.1,33,0.00,0
8.048,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.41,-11.35,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.47,0.736,180,100,113,7.16,1.28,3.10,202,2390,0.00,-0.09,0.000,0.00,1.000,-11.44,7.1,33,0.00,0
8.109,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.60,-11.32,-11.36,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.47,0.736,180,100,113,7.15,1.28,3.18,202,2391,0.00,-0.07,0.000,0.00,1.000,-11.44,7.1,33,0.00,0
8.166,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.34,-11.35,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,616,438,3,-1.5,10.50,1.46,0.736,180,100,113,7.10,1.28,3.17,202,2381,0.00,-0.05,0.000,0.00,1.000,-11.41,7.1,33,0.00,0
8.251,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.41,-11.38,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.45,0.736,180,100,113,7.07,1.28,3.10,202,2370,0.00,-0.01,0.000,0.00,1.000,-11.37,7.1,32,0.00,0
8.310,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.31,-11.35,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.45,0.736,180,100,113,7.07,1.30,3.19,202,2366,0.00,0.00,0.000,0.00,1.000,-11.36,7.1,32,0.00,0
8.366,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.34,-11.35,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.44,0.736,180,100,113,7.05,1.28,3.17,202,2354,0.00,0.03,0.000,0.00,1.000,-11.32,7.1,32,0.00,0
8.443,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.32,-11.36,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.44,0.736,180,100,113,7.07,1.28,3.18,202,2350,0.00,0.06,0.000,0.00,1.000,-11.30,7.1,32,0.00,0
8.518,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.37,-11.36,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.43,0.736,180,102,113,7.00,1.26,3.13,202,2340,0.00,0.09,0.000,0.00,1.000,-11.27,7.1,32,0.00,0
8.579,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.39,-11.37,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.43,0.736,180,100,113,6.92,1.26,3.11,202,2331,0.00,0.13,0.000,0.00,1.000,-11.26,7.1,32,0.00,0
8.637,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.45,-11.40,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.42,0.736,180,100,113,6.87,1.26,3.05,202,2318,0.00,0.19,0.000,0.00,1.000,-11.21,7.1,32,0.00,0
8.696,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.52,-11.42,-11.40,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,621,438,3,-1.5,10.50,1.42,0.736,180,100,113,6.88,1.28,3.08,202,2314,0.00,0.21,0.000,0.00,1.000,-11.19,7.1,32,0.00,0
8.777,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.42,-11.38,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.42,0.736,180,100,113,6.89,1.28,3.08,202,2308,0.00,0.22,0.000,0.00,1.000,-11.17,7.1,32,0.00,0
8.837,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.37,-11.38,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.41,0.736,180,100,113,6.88,1.28,3.13,202,2296,0.00,0.25,0.000,0.00,1.000,-11.15,7.1,32,0.00,0
8.921,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.37,-11.40,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.40,0.736,180,100,113,6.79,1.26,3.14,202,2288,0.00,0.29,0.000,0.00,1.000,-11.11,7.1,32,0.00,0
8.977,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.43,-11.41,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.40,0.736,180,100,113,6.73,1.24,3.07,202,2279,0.00,0.32,0.000,0.00,1.000,-11.08,7.1,31,0.00,0
9.058,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.43,-11.42,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.39,0.736,180,100,113,6.65,1.26,3.07,202,2268,0.00,0.38,0.000,0.00,1.000,-11.04,7.1,31,0.00,0
9.117,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.47,-11.44,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,626,438,3,-1.5,10.50,1.38,0.736,180,100,113,6.61,1.24,3.04,202,2253,0.00,0.43,0.000,0.00,1.000,-11.00,7.1,31,0.00,0
9.202,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.92,-11.45,-11.43,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,627,438,3,-1.5,10.50,1.37,0.736,180,100,113,6.61,1.24,3.05,202,2241,0.00,0.46,0.000,0.00,1.000,-10.96,6.7,31,0.00,0
9.261,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.42,-11.43,14.59,0.17,0.18,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.37,0.736,180,100,113,6.53,1.24,3.08,202,2235,0.00,0.48,0.000,0.00,1.000,-10.94,6.7,31,0.00,0
9.316,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.68,-11.46,-11.43,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.36,0.736,180,100,113,6.47,1.22,3.04,202,2223,0.00,0.54,0.000,0.00,1.000,-10.89,6.7,30,0.00,0
9.398,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.84,-11.47,-11.44,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.36,0.736,180,100,113,6.45,1.24,3.03,202,2212,0.00,0.57,0.000,0.00,1.000,-10.87,6.7,30,0.00,0
9.457,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.41,-11.44,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.35,0.736,180,100,113,6.39,1.24,3.09,202,2194,0.00,0.64,0.000,0.00,1.000,-10.80,6.7,30,0.00,0
9.526,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.44,-11.46,-11.43,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.34,0.736,180,102,113,6.34,1.24,3.04,202,2179,0.00,0.69,0.000,0.00,1.000,-10.75,6.7,30,0.00,0
9.607,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.46,-11.45,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,632,438,3,-1.5,10.50,1.33,0.736,180,102,113,6.31,1.24,3.04,202,2175,0.00,0.71,0.000,0.00,1.000,-10.74,6.7,30,0.00,0
9.667,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.76,-11.45,-11.45,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.32,0.736,180,102,113,6.25,1.22,3.05,202,2160,0.00,0.77,0.000,0.00,1.000,-10.68,6.7,30,0.00,0
9.744,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.42,-11.46,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.31,0.736,180,102,113,6.21,1.22,3.08,202,2143,0.00,0.81,0.000,0.00,1.000,-10.64,6.3,30,0.00,0
9.818,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.92,-11.44,-11.47,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.31,0.736,180,102,113,6.15,1.20,3.06,202,2134,0.00,0.87,0.000,0.00,1.000,-10.60,6.3,29,0.00,0
9.881,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.46,-11.46,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.30,0.736,180,102,113,6.08,1.20,3.04,202,2119,0.00,0.90,0.000,0.00,1.000,-10.56,6.3,29,0.00,0
9.936,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.48,-11.46,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.29,0.736,180,102,113,6.04,1.20,3.03,202,2107,0.00,0.96,0.000,0.00,1.000,-10.52,6.3,29,0.00,0
10.014,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.76,-11.48,-11.46,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,637,438,3,-1.5,10.50,1.29,0.736,180,102,113,6.03,1.18,3.02,202,2099,0.00,0.97,0.000,0.00,1.000,-10.49,6.3,29,0.00,0
10.081,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.60,-11.42,-11.45,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,642,438,3,-1.5,10.50,1.27,0.736,180,102,113,5.92,1.20,3.08,202,2076,0.00,1.02,0.000,0.00,1.000,-10.43,6.3,29,0.00,0
10.147,off,0.00,0.00,3.91,-1.56,22.20,0,0,0.0,14.50,13.92,-11.47,-11.46,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,642,438,3,-1.5,10.50,1.27,0.736,180,102,113,5.85,1.20,3.03,202,2072,0.00,1.06,0.000,0.00,1.000,-10.40,6.3,29,0.00,0
10.229,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.68,-11.44,-11.47,14.59,0.17,0.17,13.02,192,0.875,0,0.00,0.00,4,642,438,3,-1.5,10.50,1.26,0.736,180,102,113,5.78,1.20,3.06,202,2061,0.00,1.09,0.000,0.00,1.000,-10.37,6.3,29,0.00,0
10.291,off,0.00,0.00,3.91,-1.56,22.20,0,-1,0.0,14.50,13.92,-11.48,-11.45,14.59,0.16,0.17,13.02,192,0.875,0,0.00,0.00,4,642,438,3,-1.5,10.50,1.25,0.736,180,102,113,5.73,1.20,3.03,202,2045,0.00,1.14,0.000,0.00,1.000,-10.31,6.3,29,0.00,0
